empresa,associado
324172,324173
324173,324174
324174,324175
324175,324176
324176,324177
324177,324178
324177,324179
324177,324180
324177,324181
324177,324182
324176,324183
324183,324184
324183,324185
324176,324186
324175,324187
324187,324259
324187,324188
324187,324191
324187,324258
324187,324273
324273,324275
324273,324276
324273,324277
324273,324274
324187,324251
324187,324247
324187,324254
324187,324190
324187,324252
324187,324232
324187,324196
324196,324197
324196,324200
324196,324212
324196,324222
324196,324218
324196,324225
324196,324199
324196,324223
324196,324208
324196,324224
324196,324226
324196,324211
324196,324198
324196,324201
324196,324202
324196,324203
324196,324204
324196,324205
324196,324206
324196,324207
324196,324209
324196,324210
324196,324213
324196,324214
324196,324219
324196,324220
324196,324221
324196,324227
324196,324215
324215,324216
324215,324217
324196,324228
324187,324253
324187,324235
324187,324255
324187,324189
324187,324192
324187,324193
324187,324194
324187,324195
324187,324229
324187,324230
324187,324231
324187,324233
324187,324234
324187,324236
324187,324237
324187,324248
324187,324249
324187,324250
324187,324256
324187,324238
324238,324243
324238,324244
324238,324239
324238,324240
324238,324241
324238,324242
324238,324245
324238,324246
324187,324257
324187,324260
324187,324261
324187,324262
324175,324263
324175,324264
324175,324265
324174,324266
324173,324267
324173,324268
324172,324269
324172,324270
BFBL,324271
BFBL,324272
MBMG,335899
335899,335910
335899,335911
335899,335913
335899,335915
335899,335900
335899,335901
335901,335904
335901,335902
335901,335903
335901,335905
335901,335906
335901,335907
335901,335908
335899,335909
335899,335912
335899,335914
335899,335916
335899,335917
MBMG,335919
MBMG,335918
MBMG,335920
BVLS,374122
BVLS,374120
BVLS,374121
LBIC,348196
348196,348208
348208,348209
348208,348210
348208,348211
348208,348212
348208,348213
348208,348214
348196,348216
348196,348201
348201,348202
348202,348205
348202,348204
348202,348203
348202,348206
348201,348207
348196,348197
348196,348200
348196,348198
348196,348215
348196,348199
348196,348217
348196,348218
LBIC,348233
348233,348234
348233,348235
348233,348236
348233,348237
348233,348238
348233,348239
LBIC,348227
LBIC,348220
348220,348221
348221,348224
348221,348223
348221,348222
348221,348225
348220,348226
LBIC,348230
LBIC,348231
LBIC,348229
LBIC,348232
LBIC,348242
LBIC,348228
LBIC,348240
LBIC,348219
LBIC,348243
LBIC,348241
BDLS,416378
416378,416418
416418,416425
416425,416426
416426,416427
416426,416428
416426,416429
416426,416430
416425,416431
416431,416432
416431,416433
416425,416434
416418,416419
416419,416420
416419,416421
416418,416423
416418,416422
416418,416424
416418,416435
416418,416436
416378,416414
416414,416415
416414,416416
416378,416380
416380,416381
416381,416388
416388,416389
416389,416391
416389,416390
416389,416392
416389,416393
416388,416394
416394,416395
416394,416396
416388,416397
416381,416382
416382,416383
416382,416384
416381,416386
416381,416385
416381,416387
416381,416398
416381,416399
416380,416410
416410,416411
416410,416412
416380,416400
416400,416401
416401,416402
416401,416403
416401,416404
416401,416405
416400,416406
416406,416407
416406,416408
416400,416409
416380,416413
416378,416379
416378,416417
416378,416437
416378,416438
BDLS,416439
BDLS,416440
CAMR,402948
402948,402949
402949,402957
402957,402958
402958,402960
402958,402962
402958,402961
402958,402959
402958,402963
402958,402964
402957,402965
402949,402950
402949,402951
402949,402952
402949,402953
402949,402954
402949,402955
402949,402956
402949,402966
402949,402967
402948,402968
402968,402992
402992,402993
402993,402994
402993,402995
402993,402996
402993,402997
402992,402998
402968,402970
402970,402971
402971,402972
402971,402973
402971,402974
402971,402975
402970,402976
402970,402977
402970,402978
402968,402979
402979,402980
402979,402981
402979,402982
402979,402983
402968,402984
402984,402986
402986,402987
402986,402988
402986,402989
402986,402990
402984,402985
402984,402991
402968,402969
402968,402999
402968,403000
402948,403001
CAMR,403002
CAMR,403003
DBEN,383059
383059,383060
383060,383146
383146,383147
383147,383148
383147,383149
383147,383150
383147,383151
383147,383152
383146,383153
383153,383154
383153,383155
383146,383156
383060,383061
383061,383067
383061,383062
383061,383064
383061,383110
383061,383117
383117,383118
383117,383119
383117,383120
383117,383121
383061,383127
383061,383124
383061,383130
383061,383063
383061,383128
383061,383113
383061,383070
383070,383073
383070,383097
383070,383085
383070,383091
383070,383088
383070,383094
383070,383072
383070,383092
383070,383081
383070,383093
383070,383095
383070,383084
383070,383071
383070,383074
383070,383075
383070,383076
383070,383077
383070,383078
383070,383079
383070,383080
383070,383082
383070,383083
383070,383086
383070,383087
383070,383089
383070,383090
383070,383096
383070,383107
383070,383098
383098,383103
383098,383104
383098,383099
383098,383100
383098,383101
383098,383102
383098,383105
383098,383106
383070,383108
383061,383129
383061,383116
383061,383131
383061,383065
383061,383066
383061,383068
383061,383069
383061,383109
383061,383111
383061,383112
383061,383114
383061,383115
383061,383122
383061,383123
383061,383125
383061,383126
383061,383132
383061,383142
383061,383143
383061,383133
383133,383138
383133,383139
383133,383134
383133,383135
383133,383136
383133,383137
383133,383140
383133,383141
383061,383144
383061,383145
383060,383157
383060,383158
383060,383159
383059,383160
DBEN,383161
DBEN,383162
LLAM,339987
339987,339988
339988,339989
339989,339990
339989,339991
339988,339992
339987,339993
339987,339994
LLAM,339996
LLAM,339995
LLAM,339997
MCBR,354854
354854,354866
354854,354855
354855,354860
354855,354856
354855,354857
354855,354858
354855,354861
354855,354859
354855,354862
354854,354865
354854,354869
354869,354870
354869,354871
354869,354872
354869,354873
354869,354874
354854,354875
354875,354876
354875,354877
354875,354878
354875,354879
354854,354868
354854,354867
354854,354864
354854,354863
354854,354881
354854,354880
354854,354882
354854,354883
MCBR,354884
MCBR,354885
PANA,360919
360919,360926
360926,360927
360926,360928
360926,360929
360919,360922
360922,360923
360922,360924
360919,360920
360919,360925
360919,360921
360919,360930
PANA,360916
PANA,360917
PANA,360918
PANA,360931
PANA,360932
21539,346003
346003,346004
346003,346005
346003,346006
346003,346007
21539,345994
345994,346000
345994,345995
345994,345997
345994,345996
345994,345999
345994,345998
345994,346001
345994,346002
21539,346008
21539,346009
21539,346010
SFLS,352783
352783,352784
352783,352785
SFLS,352786
SFLS,352787
SUAM,380357
380357,380381
380381,380382
380382,380384
380382,380383
380382,380385
380382,380386
380381,380387
380357,380372
380372,380373
380373,380375
380373,380374
380373,380376
380373,380377
380372,380378
380372,380379
380372,380380
380357,380366
380366,380368
380366,380367
380366,380369
380366,380370
380357,380358
380358,380360
380360,380362
380360,380361
380360,380363
380360,380364
380358,380359
380358,380365
380357,380371
380357,380388
380357,380389
SUAM,380390
380390,380391
380391,380402
380402,380403
380403,380404
380403,380334
380403,380335
380403,380336
380402,380337
380391,380393
380393,380394
380394,380395
380394,380396
380394,380397
380394,380398
380393,380399
380393,380400
380393,380401
380391,380346
380346,380347
380346,380348
380346,380349
380346,380350
380391,380338
380338,380340
380340,380342
380340,380341
380340,380343
380340,380344
380338,380339
380338,380345
380391,380392
380391,380351
380391,380352
380390,380353
SUAM,380355
SUAM,380354
SUAM,380356
BPAC,396901
396901,396902
396901,396903
396901,396905
396901,396904
396901,396908
396901,396906
396901,396907
396901,396909
396901,396910
BPAC,396911
BPAC,396912
BPAC,396917
BPAC,396918
BPAC,396913
BPAC,396900
BPAC,396919
BPAC,396915
BPAC,396920
BPAC,396914
BPAC,396916
BPAC,396922
BPAC,396921
BPAC,396923
BGIP,388466
388466,388467
388466,388468
BGIP,388470
BGIP,388469
BGIP,388471
BEES,387919
387919,387920
387919,387921
BEES,387923
BEES,387922
BEES,387924
BPAR,336030
336030,336031
336030,336032
BPAR,336034
BPAR,336033
BPAR,336035
BICB,410884
410884,410885
410884,410886
410884,410888
410884,410887
410884,410889
410884,410890
BICB,410898
BICB,410891
410891,410892
410892,410893
410892,410895
410892,410894
410892,410896
410891,410897
BICB,410901
BICB,410902
BICB,410900
BICB,410899
BICB,410883
BICB,410903
BICB,410905
BICB,410904
BICB,410906
BSLI,416153
416153,416154
416153,416155
BSLI,416157
BSLI,416156
BSLI,416158
ABCB,408948
408948,408949
408948,408950
ABCB,408946
ABCB,408947
ABCB,408952
ABCB,408951
ABCB,408953
BRIV,404808
404808,404809
404809,404810
404809,404811
404809,404812
404808,404813
404808,404814
404808,404815
BRIV,404816
404816,404817
404817,404818
404817,404819
404817,404820
404816,404821
404816,404822
BRIV,404823
404823,404832
404832,404833
404833,404834
404833,404835
404833,404836
404832,404837
404832,404838
404832,404839
404823,404824
404824,404825
404825,404826
404825,404827
404825,404828
404824,404829
404824,404830
404824,404831
404823,404840
404840,404841
404841,404842
404842,404843
404842,404844
404842,404845
404841,404846
404841,404847
404841,404848
404840,404849
404849,404850
404850,404851
404850,404852
404850,404853
404849,404854
404849,404855
404849,404856
404840,404857
404857,404866
404866,404867
404867,404868
404867,404869
404867,404870
404866,404871
404866,404872
404866,404873
404857,404858
404858,404859
404859,404860
404859,404861
404859,404862
404858,404863
404858,404864
404858,404865
404857,404874
404840,404875
404823,404876
404876,404885
404885,404886
404886,404887
404886,404888
404886,404889
404885,404890
404885,404891
404885,404892
404876,404877
404877,404878
404878,404879
404878,404880
404878,404881
404877,404882
404877,404883
404877,404884
404876,404893
404823,404894
BRIV,404895
404895,404904
404904,404905
404905,404906
404905,404907
404905,404908
404904,404909
404904,404910
404904,404911
404895,404896
404896,404897
404897,404898
404897,404899
404897,404900
404896,404901
404896,404902
404896,404903
404895,404912
BRIV,404921
BRIV,404916
404916,404917
404916,404918
404916,404919
BRIV,404915
BRIV,404913
BRIV,404804
404804,404805
404804,404806
404804,404807
BRIV,404914
BRIV,404920
BRIV,404923
BRIV,404922
BRIV,404924
BEGB,352367
352367,352405
352405,352412
352412,352413
352413,352414
352413,352415
352413,352416
352413,352417
352412,352418
352418,352419
352418,352420
352412,352421
352405,352406
352406,352407
352406,352408
352405,352410
352405,352409
352405,352411
352405,352422
352405,352423
352367,352402
352402,352403
352402,352404
352367,352368
352368,352369
352369,352376
352376,352377
352377,352379
352377,352378
352377,352380
352377,352381
352376,352382
352382,352383
352382,352384
352376,352385
352369,352370
352370,352371
352370,352372
352369,352374
352369,352373
352369,352375
352369,352386
352369,352387
352368,352388
352388,352389
352388,352390
352368,352391
352391,352392
352392,352394
352392,352393
352392,352395
352392,352396
352391,352397
352397,352398
352397,352399
352391,352400
352368,352401
352367,352424
352367,352425
352367,352426
352367,352427
BEGB,352428
352428,352429
352428,352430
BEGB,352432
BEGB,352431
BEGB,352433
BBDC,420917
420917,420922
420922,420926
420926,420928
420926,420927
420926,420929
420926,420930
420922,420923
420923,420924
420923,420925
420922,420931
420917,420919
420919,420920
420919,420921
420917,420932
420917,420918
420917,420933
420917,420934
420917,420935
BBDC,420914
420914,420915
420914,420916
BBDC,420937
420937,420941
420941,420888
420888,420889
420889,420891
420889,420890
420889,420892
420889,420893
420888,420894
420894,420895
420894,420896
420888,420897
420941,420942
420942,420943
420942,420884
420941,420886
420941,420885
420941,420887
420941,420898
420941,420899
420937,420938
420938,420939
420938,420940
420937,420900
420900,420901
420901,420903
420901,420902
420901,420904
420901,420905
420900,420906
420906,420907
420906,420908
420900,420909
420937,420910
BBDC,420936
BBDC,420912
BBDC,420911
BBDC,420913
CZRS,361435
361435,361436
361435,361437
361435,361438
CZRS,361429
CZRS,361430
361430,361431
361430,361432
361430,361433
CZRS,361434
CZRS,361439
CZRS,361441
CZRS,361440
CZRS,361442
DAYC,380487
DAYC,380486
DAYC,380484
DAYC,380485
DAYC,380483
DAYC,380488
DAYC,380489
DAYC,380490
DAYC,380491
DAYC,380492
DAYC,380493
DAYC,380494
DAYC,380496
DAYC,380495
DAYC,380497
BIND,369588
BIND,369586
BIND,369587
IDVL,361572
IDVL,361568
IDVL,361579
IDVL,361573
IDVL,361574
IDVL,361575
IDVL,361578
IDVL,361576
IDVL,361577
IDVL,361570
IDVL,361569
IDVL,361571
BMIN,346477
346477,346478
346477,346487
346487,346492
346487,346488
346487,346489
346487,346490
346487,346491
346487,346493
346487,346494
346477,346479
346477,346481
346481,346482
346481,346483
346481,346484
346481,346485
346481,346486
346477,346499
346499,346500
346499,346501
346499,346502
346499,346503
346477,346480
346477,346496
346477,346498
346477,346495
346477,346504
346477,346497
346477,346505
346477,346506
BMIN,346507
BMIN,346509
BMIN,346508
BMIN,346510
BMEB,413866
BMEB,413868
413868,413873
413868,413869
413868,413870
413868,413871
413868,413872
413868,413874
413868,413875
BMEB,413842
413842,413843
413842,413845
413842,413846
413842,413847
413847,413848
413847,413849
413847,413850
413842,413857
413857,413858
413857,413859
413857,413860
413857,413861
413857,413862
413842,413851
413851,413852
413851,413853
413851,413854
413851,413855
413851,413856
413842,413844
413842,413863
BMEB,413840
BMEB,413832
BMEB,413867
BMEB,413833
413833,413834
413833,413835
413833,413836
413833,413837
413833,413838
BMEB,413826
413826,413827
413826,413828
413826,413829
413826,413830
BMEB,413825
BMEB,413824
BMEB,413839
BMEB,413821
BMEB,413841
BMEB,413864
BMEB,413822
BMEB,413831
BMEB,413865
BMEB,413823
BMEB,413879
BMEB,413877
BMEB,413876
BMEB,413878
BPNM,414077
414077,414079
414079,414080
414079,414081
414079,414082
414077,414083
414077,414078
414077,414084
BPNM,414086
414086,414087
414086,414088
BPNM,414076
BPNM,414085
BPNM,414089
BPNM,414090
BPNM,414075
BPNM,414091
BPAT,419814
419814,419815
419814,419816
BPAT,419809
