Ranking 2011,Ranking 2010,Empresa,Sede,Setor de atividade,Receita líquida (R$ milhões),Var. (%),Capital (origem),Lucro líquido (R$ milhões),Var (%),Margem líquida (%),Rentab. do PL (%),Lucro da ativ. (R$ milhões),Lucro Financ. (R$ milhões),Lucro não oper. (R$ milhões),Ebitda (R$ milhões),Var. (%),Ativo total (R$ milhões),Patrim. líquido (R$ milhões),Endiv. oneroso (R$ milhões),Nível endiv. geral (%),Nível endiv. oneroso (%),Liq. corrente (em pontos),Crescim. sustent. (em pontos)
985,985,Astra,SP,Química e Petroquímica,265.5,9.9,BR,22,-27.3,8.3,90.9,38.7,-7.9,0,45,-15.6,178.3,24.2,0,637.7,0,6.5,ND
986,989,Conservas Oderich,RS,Alimentos,265,11.3,BR,-17.7,-302.2,-6.7,-18.8,-18.7,-15.2,0,-0.4,-103.8,303.1,93.8,123.2,223,131.4,1.44,ND
987,802,Teka,SC,"Têxtil, Couro e Vestuário",264.8,-19.1,BR,-194.6,-40.7,-73.5,ND,-52.1,-147.5,0,-28,-232.4,508.3,-870.5,270.7,ND,ND,0.16,ND
988,0,Viabahia,BA,Transportes e Logística,264.8,21.5,BR,13.6,229,5.1,12.3,56.5,-35.4,0,68.3,1030.1,973.9,111.2,254.3,776.2,228.8,0.11,1.0971
989,0,Mueller Participações,SC,Eletroeletrônica,264.5,0,BR,31.1,0,11.8,20.8,41.4,0.4,0,51.9,0,213.1,149.8,10.7,42.3,7.2,2.62,0
990,0,Strada,MG,Comércio Varejista,264.2,-2.4,BR,9.9,-9.4,3.7,21.5,1.1,0.5,0,6,-14.2,68.8,45.9,5.4,50,11.7,2.14,ND
991,0,Intecnial Participações,RS,Mecânica,264.1,-10.9,BR,1,-86.6,0.4,1.4,1.7,0.5,0,5.6,-55.3,311.9,70.6,71,341.9,100.6,1.28,ND
992,0,Curtume Viposa,SC,"Têxtil, Couro e Vestuário",263.5,66.3,BR,7.8,11.2,3,8.6,12.8,-4.4,0,16.7,7,224.8,91.2,108.1,146.5,118.5,1.18,1.5513
993,0,Stopetróleo,PR,Comércio Varejista,263.1,26.1,BR,1.9,15.7,0.7,21.2,7,-3.2,0,7.9,25.7,28.2,9.1,12.9,211.3,142.1,1.07,1.0005
994,0,Instituto de Cardiologia,RS,Serviços Médicos,262.3,15.6,BR,7.3,-24.7,2.8,22,4.1,3.2,0,7.8,-35.1,112.3,33,4.5,240,13.6,1.12,0.8765
995,0,Rivesa,PR,Comércio Varejista,262.2,5.6,BR,12.6,-2.4,4.8,22.7,14.3,-1.9,0.1,22.1,-1.3,90,55.6,6.1,62,11,1.91,0.8754
996,0,Technos,RJ,Mecânica,262,20,BR,89,136.9,33.9,24.3,72,7.3,0,101.6,76.9,463.6,366.8,0,26.4,0,5.8,0.4336
997,0,Organização Jaime Câmera,GO,Comunicação e Gráfica,262,16.3,BR,60.6,18.2,23.1,27.8,73.7,9.4,0,84.1,18.2,318,217.6,13.7,46.2,6.3,2.92,0.8931
998,0,Sika,SP,Química e Petroquímica,261.5,0,BR,5.9,0,2.3,6.7,18.3,-9.8,0,22.4,0,199,88.3,0,125.4,0,2.82,0
999,0,Cowan,MG,Construção e Engenharia,261.5,-27.8,BR,9.3,-63.3,3.6,1.6,5.1,-1.4,0,22.9,-22.8,886,583.3,102.4,51.9,17.6,1.89,ND
1000,716,CBC,SP,Mecânica,261,-32.1,JP,29.1,-30.3,11.1,9.8,9.6,22.2,1.2,26.7,-45.1,577.5,297.2,140.6,94.3,47.3,1.67,ND
