Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|do ult balanco|no exercício|consolid:sim*,Ativo Tot|do ult balanco|em moeda orig|consolid:sim*,Patrim Liq|do ult balanco|em moeda orig|consolid:sim*,Receita|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Liq|do ult balanco|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|05Set12,LPA|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|do ult balanco|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|05Set12|1 anos|em moeda orig,Div Yld (fim)|05Set12|no Ano|em moeda orig,Div Yld (inic)|05Set12|1 anos|em moeda orig,PrinAcion|+Recente|1.Maior|Sem Voto,AcPossuid|+Recente|1.Maior|Sem Voto,PrinAcion|+Recente|2.Maior|Sem Voto,AcPossuid|+Recente|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|+Recente|3.Maior|Sem Voto,PrinAcion|+Recente|4.Maior|Sem Voto,AcPossuid|+Recente|4.Maior|Sem Voto,PrinAcion|+Recente|5.Maior|Sem Voto,AcPossuid|+Recente|5.Maior|Sem Voto,PrinAcion|+Recente|6.Maior|Sem Voto,AcPossuid|+Recente|6.Maior|Sem Voto,PrinAcion|+Recente|7.Maior|Sem Voto,AcPossuid|+Recente|7.Maior|Sem Voto,PrinAcion|+Recente|8.Maior|Sem Voto,AcPossuid|+Recente|8.Maior|Sem Voto,PrinAcion|+Recente|9.Maior|Sem Voto,AcPossuid|+Recente|9.Maior|Sem Voto,PrinAcion|+Recente|10.Maior|Sem Voto,AcPossuid|+Recente|10.Maior|Sem Voto,PrinAcion|+Recente|1.Maior|Com Voto,AcPossuid|+Recente|1.Maior|Com Voto,PrinAcion|+Recente|2.Maior|Com Voto,AcPossuid|+Recente|2.Maior|Com Voto,PrinAcion|+Recente|3.Maior|Com Voto,AcPossuid|+Recente|3.Maior|Com Voto,PrinAcion|+Recente|4.Maior|Com Voto,AcPossuid|+Recente|4.Maior|Com Voto,PrinAcion|+Recente|5.Maior|Com Voto,AcPossuid|+Recente|5.Maior|Com Voto,PrinAcion|+Recente|6.Maior|Com Voto,AcPossuid|+Recente|6.Maior|Com Voto,PrinAcion|+Recente|7.Maior|Com Voto,AcPossuid|+Recente|7.Maior|Com Voto,PrinAcion|+Recente|8.Maior|Com Voto,AcPossuid|+Recente|8.Maior|Com Voto,PrinAcion|+Recente|9.Maior|Com Voto,AcPossuid|+Recente|9.Maior|Com Voto,PrinAcion|+Recente|10.Maior|Com Voto,AcPossuid|+Recente|10.Maior|Com Voto
Polar,PN,95424479000108,BR,cancelado,700,Indústria de bebidas,Alimentos e Beb,Ação,Bovespa,POLA4,-,3,363624000,289228000,18138000,10623000,1567000,Real,25224000,0.078197238956,3.1169833281,0.85096614973,0,-,-,Ambev - Cia de Bebidas Das Americas,21477000,Ind. Bebs. Antarctica do Sudeste SA,986000,-,882000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Antarctica Empr e Part Ltda-Anep,32220000,Ind. Bebs. Antarctica do Sudeste SA,20951000,Ambev - Cia de Bebidas Das Americas,12568000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polialden,ON,-,BR,cancelado,963,Indústria química,Química,Ação,Bovespa,PLDN3,-,3,513237000,289939000,73060000,3333000,-3028000,Real,263690340,-0.0025447371363,0.44934131147,0.52136580649,0,-,-,Braskem S.A.,147214000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Braskem S.A.,263690000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polialden,PN,-,BR,cancelado,963,Indústria química,Química,Ação,Bovespa,PLDN4,-,3,513237000,289939000,73060000,3333000,-3028000,Real,381563040,-0.0025447371363,0.44934131147,0.52136580649,0,-,-,Braskem S.A.,147214000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Braskem S.A.,263690000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polipropileno,ON,-,BR,cancelado,967,Indústria química,Química,Ação,Bovespa,POPR3,-,9,1242064000,545803000,1392549000,180566000,47700000,Real,82016391000,0.00087823040624,0.0044063537787,0.015548595286,0,-,-,Suzano Resinas Petroquimicas Ltda,40846484000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Suzano Resinas Petroquimicas Ltda,80683702000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polipropileno,PN,-,BR,cancelado,967,Indústria química,Química,Ação,Bovespa,POPR4,-,9,1242064000,545803000,1392549000,180566000,47700000,Real,41850876000,0.00087823040624,0.0044063537787,0.015548595286,0,-,-,Suzano Resinas Petroquimicas Ltda,40846484000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Suzano Resinas Petroquimicas Ltda,80683702000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polipropileno Parti,ON,1391425000131,BR,cancelado,1599,Indústria química,Química,Ação,Bovespa,PORP3,-,9,25341000,22399000,0,0,-331000,Real,11775562000,-0.000026146611869,0.0012594794822,0,0,-,-,Suzano Resinas Petroquimicas Ltda,4588922000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Suzano Resinas Petroquimicas Ltda,10274296000,Banco do Estado de Sao Paulo S/A - Banespa .,683652000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polipropileno Parti,PN,1391425000131,BR,cancelado,1599,Indústria química,Química,Ação,Bovespa,PORP4,-,9,25341000,22399000,0,0,-331000,Real,6008769000,-0.000026146611869,0.0012594794822,0,0,-,-,Suzano Resinas Petroquimicas Ltda,4588922000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Suzano Resinas Petroquimicas Ltda,10274296000,Banco do Estado de Sao Paulo S/A - Banespa .,683652000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Politeno,ON,-,BR,cancelado,968,Indústria química básica,Química,Ação,Bovespa,PLTO3,-,12,768529000,498983000,1003531000,98255000,13632000,Real,62422578000,0.00020606939989,0.0075429230754,0.015169969992,0,-,-,Braskem S.A.,1189473000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Braskem S.A.,62422578000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Politeno,PNA,-,BR,cancelado,968,Indústria química básica,Química,Ação,Bovespa,PLTO5,-,12,768529000,498983000,1003531000,98255000,13632000,Real,1320217000,0.00020606939989,0.0075429230754,0.015169969992,0,-,-,Braskem S.A.,1189473000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Braskem S.A.,62422578000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Politeno,PNB,-,BR,cancelado,968,Indústria química básica,Química,Ação,Bovespa,PLTO6,-,12,768529000,498983000,1003531000,98255000,13632000,Real,2409676000,0.00020606939989,0.0075429230754,0.015169969992,0,-,-,Braskem S.A.,1189473000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Braskem S.A.,62422578000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polpar,ON,59789545000171,BR,ativo,1344,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,PPAR3,BRPPARACNOR5,6,7124000,4991000,0,0,-38000,Real,74000,2.6891891892,67.445945946,0,2.65,-,-,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,Fanny Feffer,20299,David Feffer,13379,Daniel Feffer,13378,Jorge Feffer,13377,Ruben Feffer,13377,-,-,-,-,-,-,-,-,-,-
Porto Seguro,ON,2149205000169,BR,ativo,1665,Seguradora,Finanças e Seguros,Ação,Bovespa,PSSA3,BRPSSAACNOR7,6,16701898000,4811500000,0,0,274528000,Real,323293000,1.8957745125,14.882784347,0,0.96789983,1.0,5.1,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Porto Seguro Itau-Unibanco Particip. S.A,228941889,Jayme Brasil Garfinkel,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Portobello,ON,83475913000191,BR,ativo,1377,Indústria de produtos de cerâmica e refratários,Minerais não Met,Ação,Bovespa,PTBL3,BRPTBLACNOR8,6,635131000,102593000,307162000,106361000,23790000,Real,159009000,0.27960688153,0.64520247282,3.9349794636,0,0.0,0.0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Fama Investimentos Ltda,39200009,Cesar Gomes Junior,24412019,Eleonora Ramos Gomes,21841160,Maria Gertrudes da Luz Gomes,8987465,Eduardo Ramos Gomes,8872664,Paulo Bastos Gomes,8426297,Heloisa Gomes Rebelo,6823768,Geraldo Nicodemos Vieira,5832300,Valerio Gomes Neto,4947280,Gabriela Richter Gomes,1522181
Portobello,PN,83475913000191,BR,cancelado,1377,Indústria de produtos de cerâmica e refratários,Minerais não Met,Ação,Bovespa,PTBL4,-,6,635131000,102593000,307162000,106361000,23790000,Real,0,0.27960688153,0.64520247282,3.9349794636,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Fama Investimentos Ltda,39200009,Cesar Gomes Junior,24412019,Eleonora Ramos Gomes,21841160,Maria Gertrudes da Luz Gomes,8987465,Eduardo Ramos Gomes,8872664,Paulo Bastos Gomes,8426297,Heloisa Gomes Rebelo,6823768,Geraldo Nicodemos Vieira,5832300,Valerio Gomes Neto,4947280,Gabriela Richter Gomes,1522181
Portx,ON,10846981000146,BR,cancelado,2177,Atividades auxiliares ao transporte aquático,Transporte Serviç,Ação,Bovespa,PRTX3,BRPRTXACNOR9,6,1963404000,-18917000,5303000,2509000,-35955000,Real,992456000,-0.085837558542,-0.019060794635,0.0093062060182,0,0.0,0.0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MMX Mineracao e Metalicos S.A.,983407050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Positivo Inf,ON,81243735000148,BR,ativo,2036,Indústria de computadores e periféricos,Eletroeletrônicos,Ação,Bovespa,POSI3,BRPOSIACNOR9,6,1415438000,633398000,982443000,251547000,13293000,Real,86105000,0.73907438593,7.3561117241,24.278369433,0,0.0,0.0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Ruben Tadeu Coninck Formighieri,12418619,Helio Bruck Rotenberg,12418619,Cixares Libero Vargas,12418618,Samuel Ferrari Lago,4139540,Paulo Fernando Ferrari Lago,4139540,Sofia Guimaraes Von Ridder,4139540,Thais Susana Ferrari Lago,4139539,Lucas Raduy Guimaraes,4139539,Giem Raduy Guimaraes,4139539,Acoes em Tesouraria,1695508
Pq Hopi Hari,ON,924432000199,BR,ativo,1537,Parque de diversão,Outros,Ação,Bovespa,PQTM3,BRPQTMACNOR4,3,325585000,118086000,15163000,1477000,-9224000,Real,6182736000,0.000027071951833,0.01826753431,0.014715075441,0,-,-,Hh Parques Tematicos S.A.,281518889,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hh Parques Tematicos S.A.,6182736196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pq Hopi Hari,PN,924432000199,BR,ativo,1537,Parque de diversão,Outros,Ação,Bovespa,PQTM4,BRPQTMACNPR1,3,325585000,118086000,15163000,1477000,-9224000,Real,281519000,0.000027071951833,0.01826753431,0.014715075441,0,-,-,Hh Parques Tematicos S.A.,281518889,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hh Parques Tematicos S.A.,6182736196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pro Metalurg,ON,56994924000105,BR,ativo,168,Indústria de outros equipamentos de transporte,Veiculos e peças,Ação,Bovespa,PMET3,BRPMETACNOR0,6,2504000,-271945000,3511000,2263000,-7164000,Real,61748576000,-0.00018085901236,-0.0037556279869,0.00008258528512,0,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bac Cinco Empreend Partic Ltda,53626477860,Gible Empreend Partic Ltda,6175523265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pro Metalurg,PNA,56994924000105,BR,ativo,168,Indústria de outros equipamentos de transporte,Veiculos e peças,Ação,Bovespa,PMET5,BRPMETACNPA3,6,2504000,-271945000,3511000,2263000,-7164000,Real,52778005,-0.00018085901236,-0.0037556279869,0.00008258528512,0,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bac Cinco Empreend Partic Ltda,53626477860,Gible Empreend Partic Ltda,6175523265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pro Metalurg,PNB,56994924000105,BR,ativo,168,Indústria de outros equipamentos de transporte,Veiculos e peças,Ação,Bovespa,PMET6,BRPMETACNPB1,6,2504000,-271945000,3511000,2263000,-7164000,Real,10608639995,-0.00018085901236,-0.0037556279869,0.00008258528512,0,0.0,0.0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bac Cinco Empreend Partic Ltda,53626477860,Gible Empreend Partic Ltda,6175523265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Procter & Gamble,Com,-,US,ativo,80424,Indústria de artigos de limpeza,Química,"ADR,etc (emp estrang)",Bovespa,PGCO11B,BRPGCOBDR001,-,-,-,-,-,-,Dollar US,-,-,-,-,2.674597208,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Profarma,ON,45453214000151,BR,ativo,2034,Comércio atacadista de remédios,Comércio,Ação,Bovespa,PFRM3,BRPFRMACNOR1,6,1216248000,558603000,1575653000,97822000,21971000,Real,32492000,1.1816067511,17.192016496,107.88286438,0.139648896,1.1,1.5,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Bmk Participacoes S/A,18474989,HSBC Investments Gestao de Recursos Ltda,3773713,Gwi Asset Management S.A.,3348000,Acoes em Tesouraria,836900,-,-,-,-,-,-,-,-,-,-,-,-
Progresso,PN,22531842000102,BR,cancelado,123,Bancos,Finanças e Seguros,Ação,Bovespa,BPRG4,-,12,240324000,-12998000,-,-,-77309000,Real,163740000,-0.2360724319,-0.039690973495,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prometal,PN,-,BR,cancelado,976,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,PMT4,-,9,41339000,21319000,12056000,936000,-4799000,Real,2772355000,-0.000014947849814,0.0050216066409,0.0027527808384,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pronor,ON,13552070000102,BR,cancelado,978,Indústria química,Química,Ação,Bovespa,PNOR3,-,3,419797000,158071000,64358000,12365000,2197000,Real,18781000,-0.63919135829,3.4287232658,5.2895535985,0,-,-,Pin Petroquimica S/A,22950592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pin Petroquimica S/A,18780708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pronor,PNA,13552070000102,BR,cancelado,978,Indústria química,Química,Ação,Bovespa,PNOR5,-,3,419797000,158071000,64358000,12365000,2197000,Real,26067954,-0.63919135829,3.4287232658,5.2895535985,0,-,-,Pin Petroquimica S/A,22950592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pin Petroquimica S/A,18780708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pronor,PNB,13552070000102,BR,cancelado,978,Indústria química,Química,Ação,Bovespa,PNOR6,-,3,419797000,158071000,64358000,12365000,2197000,Real,1253046,-0.63919135829,3.4287232658,5.2895535985,0,-,-,Pin Petroquimica S/A,22950592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pin Petroquimica S/A,18780708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Providencia,ON,76500180000132,BR,ativo,2097,Indústria química básica,Química,Ação,Bovespa,PRVI3,BRPRVIACNOR6,6,1203043000,678713000,290469000,85795000,14895000,Real,79892032,0.4362475093,8.495377862,7.1944814467,0.49502164,4.9,8.4,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Fundo de Investimento em Participacoes Volluto,13952203,FIP Governanca e Gestao,10074423,FIP Bssf II,9417737,FIP. AIG Brasil Equity II,6278492,Banco Espirito Santo S/A,5861269,Boreal Fundo de Invest.em Participacoes,4651081,Libra Holding S/A,2508800,BES Investimento do Brasil SA,1953757,Fundo de Inv. em Part. C.A.,1162683,FIP Ggpar (Gov. e Gestao de Inv),970724
Qgep Part,ON,11669021000110,BR,ativo,2236,Extração de petróleo e gas,Petróleo e Gas,Ação,Bovespa,QGEP3,BRQGEPACNOR8,6,2377024000,2143880000,219147000,135657000,-26810000,Real,264709466,-0.024066613932,8.0989925763,1.4154645239,0.000003,0.0,0.0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Queiroz Galvao SA,167459291,Quantum Fundo de Investimento em Participacoes,18606588,Capital Group International Inc,13776200,Administradores,39546,-,-,-,-,-,-,-,-,-,-,-,-
Qualcomm,Com,-,US,ativo,804328,Indústria de equipamentos de comunicação,Eletroeletrônicos,"ADR,etc (emp estrang)",Bovespa,QCOM11B,BRQCOMBDR007,-,-,-,-,-,-,Dollar US,-,-,-,-,0.8844942014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Qualicorp,ON,11992680000193,BR,ativo,2249,Outros serviços ambulatoriais de saúde,Outros,Ação,Bovespa,QUAL3,BRQUALACNOR6,6,2850301000,1988305000,409846000,298746000,23827000,Real,263142831,0.17208870655,7.5559915216,3.0136350306,0,0.0,0.0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,L2 Participacoes FIP,67563286,Bhcs Fundo de Investimentos em Participacoes,61622638,Fmr Llc(Fidelity),27487800,Morgan Stanley Investment Management,19600300,-,-,-,-,-,-,-,-,-,-,-,-
Quattor Petr,ON,4705090000177,BR,cancelado,1926,Indústria química,Química,Ação,Bovespa,SZPQ3,-,9,2024278000,684467000,1386338000,98649000,-175571000,Real,97375000,-0.84533403913,3.0193299367,7.7652528728,0,-,-,Braskem S.A.,129319928,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Braskem S.A.,97375446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quattor Petr,PN,4705090000177,BR,cancelado,1926,Indústria química,Química,Ação,Bovespa,SZPQ4,-,9,2024278000,684467000,1386338000,98649000,-175571000,Real,129320000,-0.84533403913,3.0193299367,7.7652528728,0,-,-,Braskem S.A.,129319928,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Braskem S.A.,97375446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quimica Geral,PN,-,BR,cancelado,00985-old,Indústria química,Química,Ação,Bovespa,QGNE4,-,9,35587000,15070000,22773000,6509000,1316000,Real,11333757000,-0.000055580213851,0.00085294686633,0.001473724652,0,-,-,Churc & Dwight do Brasil Ltda,27370550000,Acoes em Tesouraria,106492000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Churc & Dwight do Brasil Ltda,15536597000,Acoes em Tesouraria,446000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raia,ON,60605664000106,BR,cancelado,2230,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,RAIA3,BRRAIAACNOR2,9,1064497000,635785000,1618798000,439463000,45916000,Real,62014855,0.78451085714,10.252140394,36.80723336,0.207853425,-,0.8,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Raia Drogasil S.A.,62014855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RaiaDrogasil,ON,61585865000151,BR,ativo,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,RADL3,BRRADLACNOR0,6,3108413000,2234786000,2560506000,712488000,68719000,Real,330386000,-,6.7641667625,-,0.121827196,0.4,1.0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
RaiaDrogasil,PNA,61585865000151,BR,cancelado,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,DROG5,-,6,3108413000,2234786000,2560506000,712488000,68719000,Real,0,-,6.7641667625,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
RaiaDrogasil,PNB,61585865000151,BR,cancelado,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,DROG6,-,6,3108413000,2234786000,2560506000,712488000,68719000,Real,0,-,6.7641667625,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
RaiaDrogasil,PNC,61585865000151,BR,cancelado,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,DROG7,-,6,3108413000,2234786000,2560506000,712488000,68719000,Real,0,-,6.7641667625,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
RaiaDrogasil,PND,61585865000151,BR,cancelado,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,DROG8,-,6,3108413000,2234786000,2560506000,712488000,68719000,Real,0,-,6.7641667625,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
RaiaDrogasil,PNE,61585865000151,BR,cancelado,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,DROG11,-,6,3108413000,2234786000,2560506000,712488000,68719000,Real,0,-,6.7641667625,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
RaiaDrogasil,PNF,61585865000151,BR,cancelado,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,DROG12,-,6,3108413000,2234786000,2560506000,712488000,68719000,Real,0,-,6.7641667625,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
RaiaDrogasil,PNG,61585865000151,BR,cancelado,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,DROG13,-,6,3108413000,2234786000,2560506000,712488000,68719000,Real,0,-,6.7641667625,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
RaiaDrogasil,PNH,61585865000151,BR,cancelado,525,Loja de artigos para saúde e cuidados pessoais,Comércio,Ação,Bovespa,DROG14,-,6,3108413000,2234786000,2560506000,712488000,68719000,Real,0,-,6.7641667625,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Carlos Pires Oliveira Dias,39356660,Tantra Participacoes Ltda,18634608,Regimar Comercial S/A,17708880,Antonio Carlos Pipponzi,16765384,Fidelity Investments,14518841,Orbix Multimercado Credito Privado - Fundo de Investimento,9121613,Rosalia Pipponzi Raia,7392318,Franco Pipponzi,5819992,Sirius Multimercado Credito Privado - Fundo de Investimento,5574316,Gif-II - Fundo de Inv. em Participacoes,4196124
Rail Sul,ON,-,BR,cancelado,1594,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,RASL3,-,9,52439000,50477000,0,0,7335000,Real,8390000,0.54504,2.01908,0,0,-,-,River Charles Investment Holding Company,16610000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,River Charles Investment Holding Company,4195000,Gstaad Investment Holding Company,4195000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
